topK,alpha,beta,normalize_similarity,implicit,iteration,RECALL,MAP
18,0.19282650529687156,0.40490126480728694,True,False,270,0.11915543645893072,0.027461856632769864
171,0.2164865053685037,0.24795247692404,True,False,271,0.11120361272292785,0.02513530434249963
22,0.20601220540488072,0.20484713507680688,True,False,272,0.11988926537633146,0.028127437308716752
12,0.18614749834597752,0.6505083203133256,True,False,273,0.10751277475233702,0.024462569428446646
18,0.22381051521002462,0.18818697594888295,True,False,274,0.12066916131982856,0.028148479521578246
86,0.20406105697096832,0.22727103801612755,False,False,275,0.0966727127071479,0.02183398053992364
106,0.18147971832592177,0.21338937765556512,True,False,276,0.1138524498164627,0.025953385356676018
28,0.1621006888670721,0.24540852750549474,True,False,277,0.1196186394885928,0.027744298777254144
5,0.22407443837480842,0.22944644934175434,True,False,278,0.1104379368586006,0.025989823864736906
14,0.2397799431935434,0.2790336448037025,True,False,279,0.12045269128168205,0.02823953979771982
18,0.19881765491447154,0.20306873185464597,True,False,280,0.12113808408943369,0.02819997152473758
8,0.18684075971325764,0.7526635116541396,True,False,281,0.09851136004173977,0.022609224110821995
22,0.2126637705364674,0.1824900237654047,True,False,282,0.11976033905693975,0.028071800852337393
13,0.16676501575895558,0.2453606374653295,True,False,283,0.12042551487269475,0.028168387066105895
17,0.19547625073765906,0.21647520928586855,True,False,284,0.12128987962632648,0.028196920603839354
11,0.24566007203217455,0.215869174158914,True,False,285,0.12005999092718604,0.02810487077807321
26,0.22550015188176767,0.19017094962743056,True,False,286,0.11999467815641406,0.02803195262593937
21,0.20292336607416353,0.2313575984749457,True,False,287,0.12024368573106782,0.02815199436527971
97,0.8869637030003501,0.20962514889201966,True,False,288,0.1129521996346479,0.02548236773400844
16,0.1943434229816885,0.22644680798642094,True,False,289,0.12142373485493674,0.02820320527235623
14,0.21186105069028877,0.232987636223304,True,False,290,0.12105187124942846,0.02825225539612989
8,0.15244730098402617,0.21774347358810353,True,False,291,0.11825273567508791,0.027710702082030032
15,0.22671139602787868,0.24238513258903877,True,False,292,0.12155701908034634,0.02822194386853947
12,0.239486224239884,0.27282595319096326,True,False,293,0.11991743078730459,0.028116492844161484
2,0.22591638897738814,0.25394357481022617,False,False,294,0.10259693219133069,0.021843206433306322
8,0.18943392807626894,0.2402991599153525,True,False,295,0.11780438813230289,0.02764390633969869
15,0.25250892813999676,0.2607912878065617,True,False,296,0.12098619474916673,0.02825335007111872
21,0.1741186798892335,0.232528386810675,True,False,297,0.12006205787615283,0.028053370776244917
13,0.19864983779593098,0.2921207120860159,True,False,298,0.12003523102229918,0.028126699145832827
32,0.2218686536980605,0.24043744271229825,True,False,299,0.11961982050133212,0.027678659413930086
